Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
141;infrastructure;Sterntaler;F4:06:8D:27:00:3A;;6;No;WPA2,AES-CCM;No;54.0;0;1;0;3;0;0;3;;;Sat Dec  7 20:58:43 2019;Sat Dec  7 20:58:44 2019;-80;0;0;51.278461;7.229082;0.373000;59.053699;51.278461;7.229082;0.378000;59.053699;51.278461;7.229082;0.378000;0;0;0.0.0.0;
142;infrastructure;Telekom_FON;64:CC:22:54:64:74;;11;No;OPN,None;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:58:42 2019;Sat Dec  7 20:58:43 2019;-79;0;0;51.278450;7.229070;0.378000;12.420000;51.278461;7.229082;0.934000;12.420000;51.278450;7.229070;0.934000;0;0;0.0.0.0;
143;infrastructure;UPC4404312;34:2C:C4:19:21:5E;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;3;0;0;0;0;0;;;Sat Dec  7 20:58:42 2019;Sat Dec  7 20:58:43 2019;-79;0;0;51.278461;7.229077;1.033000;36.388500;51.278461;7.229077;1.036000;36.388500;51.278461;7.229077;1.036000;0;0;0.0.0.0;
144;infrastructure;WLAN-AD6MXE;64:A6:51:1E:F8:C6;;11;No;WPA2,AES-CCM;No;54.0;0;1;0;2;0;0;2;;;Sat Dec  7 20:58:43 2019;Sat Dec  7 20:58:45 2019;-78;0;0;51.278461;7.229077;0.373000;36.388500;51.278461;7.229082;1.036000;36.388500;51.278461;7.229077;1.036000;0;0;0.0.0.0;
145;infrastructure;Telekom_FON;64:A6:51:1E:F8:C7;;11;No;OPN,None;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:58:43 2019;Sat Dec  7 20:58:45 2019;-78;0;0;51.278461;7.229077;0.373000;22.049999;51.278461;7.229082;1.033000;22.049999;51.278461;7.229077;1.033000;0;0;0.0.0.0;
146;infrastructure;Telekom_FON;A4:71:74:93:D4:C8;;1;No;OPN,None;No;54.0;0;3;0;0;0;0;0;;;Sat Dec  7 20:58:45 2019;Sat Dec  7 20:58:45 2019;-78;0;0;51.278461;7.229082;0.373000;0.000000;51.278469;7.229095;1.088000;0.000000;51.278461;7.229082;0.373000;0;0;0.0.0.0;
147;infrastructure;HZN245156367;D4:7A:E2:7D:26:FD;;13;No;WPA2,AES-CCM,TKIP;No;54.0;0;1;0;1;0;0;1;;;Sat Dec  7 20:58:29 2019;Sat Dec  7 20:58:42 2019;-77;0;0;51.278347;7.229012;0.934000;19.476101;51.278450;7.229070;1.345000;19.476101;51.278347;7.229012;1.345000;0;0;0.0.0.0;
148;infrastructure;NETGEAR13;A0:04:60:EB:2B:78;;3;No;WPA2,AES-CCM;No;54.0;0;19;0;0;0;0;0;;;Sat Dec  7 20:58:18 2019;Sat Dec  7 20:58:41 2019;-76;0;0;51.278236;7.228890;0.934000;343.561310;51.278450;7.229070;1.504000;343.561310;51.278236;7.228901;1.434000;0;0;0.0.0.0;
149;infrastructure;UPC8432481;38:43:7D:48:5F:EC;;6;No;WPA2,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:58:41 2019;Sat Dec  7 20:58:41 2019;-76;0;0;51.278450;7.229070;0.934000;17.514601;51.278450;7.229070;0.934000;17.514601;51.278450;7.229070;0.934000;0;0;0.0.0.0;
150;infrastructure;o2-WLAN42_EXT;0C:80:63:80:44:B3;;4;No;WPA2,AES-CCM,TKIP;No;54.0;0;3;0;0;0;0;0;;;Sat Dec  7 20:58:42 2019;Sat Dec  7 20:58:44 2019;-76;0;0;51.278461;7.229077;0.378000;36.388500;51.278461;7.229082;1.036000;36.388500;51.278461;7.229077;1.036000;0;0;0.0.0.0;
151;infrastructure;iPhone64;F2:CB:A1:80:02:C1;;1;No;WPA2,AES-CCM;No;54.0;0;3;0;0;0;0;0;;;Sat Dec  7 20:58:40 2019;Sat Dec  7 20:58:41 2019;-75;0;0;51.278442;7.229063;0.934000;10.970000;51.278450;7.229070;1.220000;10.970000;51.278442;7.229063;1.220000;0;0;0.0.0.0;
152;infrastructure;robart-AAAdQHQA0QGCZZprS4QDwQ;E0:B9:4D:73:E4:CA;;3;No;WPA2,AES-CCM;No;54.0;0;7;0;0;0;0;0;;;Sat Dec  7 20:58:42 2019;Sat Dec  7 20:58:42 2019;-75;0;0;51.278450;7.229070;0.934000;12.420000;51.278461;7.229077;1.036000;12.420000;51.278450;7.229070;0.934000;0;0;0.0.0.0;
153;infrastructure;WLAN-9GJXGG;50:C7:BF:7E:0A:3F;;11;No;WPA2,AES-CCM,TKIP;No;54.0;0;4;0;0;0;0;0;;;Sat Dec  7 20:58:42 2019;Sat Dec  7 20:58:43 2019;-75;0;0;51.278461;7.229077;1.036000;36.388500;51.278461;7.229077;1.036000;36.388500;51.278461;7.229077;1.036000;0;0;0.0.0.0;
154;infrastructure;Ariana300;54:67:51:BF:1A:7D;;6;No;WPA2,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:58:41 2019;Sat Dec  7 20:58:43 2019;-74;0;0;51.278450;7.229070;0.934000;17.514601;51.278461;7.229077;1.036000;17.514601;51.278450;7.229070;0.934000;0;0;0.0.0.0;
155;infrastructure;o2-WLAN42;88:03:55:DC:84:88;;4;No;WPA2,AES-CCM;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:58:09 2019;Sat Dec  7 20:58:41 2019;-73;0;0;51.278152;7.228917;0.934000;356.772797;51.278450;7.229070;1.389000;356.772797;51.278152;7.228917;1.389000;0;0;0.0.0.0;
156;infrastructure;Unitymedia WifiSpot;56:67:11:BF:1A:7D;;6;No;WPA2,AES-CCM,TKIP;No;54.0;0;5;0;0;0;0;0;;;Sat Dec  7 20:58:41 2019;Sat Dec  7 20:58:43 2019;-72;0;0;51.278450;7.229070;0.934000;17.514601;51.278461;7.229077;1.036000;17.514601;51.278450;7.229070;0.934000;0;0;0.0.0.0;
157;infrastructure;UPC2058117;C4:27:95:8A:07:2C;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;1;0;0;0;0;0;;;Sat Dec  7 20:58:45 2019;Sat Dec  7 20:58:45 2019;-71;0;0;51.278469;7.229095;1.088000;41.560200;51.278469;7.229095;1.088000;41.560200;51.278469;7.229095;1.088000;0;0;0.0.0.0;
158;infrastructure;Unitymedia WifiSpot;3A:43:1D:60:3E:CA;;11;No;WPA2,AES-CCM,TKIP;No;54.0;0;4;0;0;0;0;0;;;Sat Dec  7 20:57:45 2019;Sat Dec  7 20:58:41 2019;-70;0;0;51.277977;7.228799;0.934000;6.531700;51.278450;7.229070;1.178000;6.531700;51.277977;7.228799;1.178000;0;0;0.0.0.0;
159;infrastructure;UPC5845194;08:95:2A:4C:FE:CC;;11;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;5;0;1;0;0;1;;;Sat Dec  7 20:57:50 2019;Sat Dec  7 20:58:41 2019;-65;0;0;51.278000;7.228808;0.934000;19.417801;51.278450;7.229070;1.504000;19.417801;51.278000;7.228808;1.001000;0;0;0.0.0.0;
160;infrastructure;FRITZ!Box 7412;7C:FF:4D:2B:85:41;;1;No;WPA2,AES-CCM;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:58:45 2019;Sat Dec  7 20:58:45 2019;-60;0;0;51.278469;7.229095;1.088000;41.560200;51.278469;7.229095;1.088000;41.560200;51.278469;7.229095;1.088000;0;0;0.0.0.0;
161;infrastructure;WLAN-PRGZHJ_Ext;00:E0:20:1B:F2:8A;;11;No;WPA2,AES-CCM;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:58:49 2019;Sat Dec  7 20:58:54 2019;-81;0;0;51.278492;7.229115;1.197000;19.512199;51.278530;7.229125;1.240000;19.512199;51.278492;7.229115;1.197000;0;0;0.0.0.0;
162;infrastructure;DIRECT-DC-HP OfficeJet Pro 7720;B6:B6:86:4E:16:DC;;1;No;WPA2,AES-CCM;No;54.0;0;1;0;0;0;0;0;;;Sat Dec  7 20:58:53 2019;Sat Dec  7 20:58:54 2019;-73;0;0;51.278530;7.229120;1.181000;27.930300;51.278545;7.229125;1.237000;27.930300;51.278530;7.229125;1.237000;0;0;0.0.0.0;
163;infrastructure;WLAN-PRGZHJ;EC:CB:30:EC:E9:EF;;11;No;WPA2,AES-CCM;No;54.0;0;5;0;1;0;0;1;;;Sat Dec  7 20:58:47 2019;Sat Dec  7 20:59:32 2019;-82;0;0;51.278481;7.228883;0.766000;19.731199;51.278656;7.229171;1.244000;19.731199;51.278481;7.229104;1.244000;0;0;0.0.0.0;
164;infrastructure;TP-LINK_346D;50:C7:BF:08:34:6D;;1;No;WPA2,AES-CCM;No;54.0;0;3;0;0;0;0;0;;;Sat Dec  7 20:58:54 2019;Sat Dec  7 21:00:09 2019;-77;0;0;51.278530;7.228519;0.801000;27.930300;51.278709;7.229125;1.403000;27.930300;51.278530;7.229125;1.237000;0;0;0.0.0.0;
165;infrastructure;WLAN-PGC3YA;C8:0C:C8:D2:8A:59;;1;No;WPA2,AES-CCM;No;54.0;0;4;0;1;0;0;1;;;Sat Dec  7 20:58:58 2019;Sat Dec  7 21:00:09 2019;-74;0;0;51.278557;7.228519;0.779000;298.307495;51.278709;7.229176;1.139000;298.307495;51.278557;7.229162;1.027000;0;0;0.0.0.0;
166;infrastructure;;B6:FB:E4:DA:1B:65;;1;No;WPA2,AES-CCM;No;54.0;0;9;0;0;0;0;0;;;Sat Dec  7 20:58:54 2019;Sat Dec  7 21:00:09 2019;-72;0;0;51.278530;7.228519;0.776000;24.590000;51.278709;7.229176;1.240000;24.590000;51.278530;7.229125;1.240000;0;0;0.0.0.0;
167;infrastructure;SGTHome Gastzugang;3A:10:D5:FE:09:D5;;1;No;WPA2,AES-CCM;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 20:58:53 2019;Sat Dec  7 21:00:09 2019;-67;0;0;51.278530;7.228519;0.801000;27.930300;51.278709;7.229125;1.237000;27.930300;51.278530;7.229125;1.237000;0;0;0.0.0.0;
168;infrastructure;HP-Print-75-Color LaserJet MFP;90:48:9A:67:D0:75;;1;No;WPA2,AES-CCM;No;54.0;0;4;0;0;0;0;0;;;Sat Dec  7 20:59:35 2019;Sat Dec  7 21:00:20 2019;-75;0;0;51.278664;7.228439;0.666000;282.114197;51.278717;7.228829;1.403000;282.114197;51.278664;7.228829;1.403000;0;0;0.0.0.0;
169;infrastructure;TP-LINK_346D_5G_2G_Ext;00:E0:20:1E:8C:85;;10;No;WPA2,AES-CCM;No;54.0;0;11;0;0;0;0;0;;;Sat Dec  7 20:58:49 2019;Sat Dec  7 21:00:33 2019;-76;0;0;51.278492;7.228165;0.183000;19.512199;51.278831;7.229176;1.403000;19.512199;51.278492;7.229115;1.197000;0;0;0.0.0.0;
170;infrastructure;UPC7103689_2GEXT;2C:30:33:D3:85:49;;11;No;WPA2,AES-CCM,TKIP;No;54.0;0;13;0;3;0;0;3;;;Sat Dec  7 20:58:51 2019;Sat Dec  7 21:00:33 2019;-75;0;0;51.278503;7.228165;0.183000;12.330000;51.278831;7.229171;1.240000;12.330000;51.278503;7.229118;1.116000;0;0;0.0.0.0;
171;infrastructure;Slon;E8:DF:70:F3:A5:64;;6;No;WPA2,AES-CCM;No;54.0;0;0;0;1;0;0;1;;;Sat Dec  7 20:53:59 2019;Sat Dec  7 21:00:32 2019;-74;0;0;51.276993;7.226821;0.183000;152.642899;51.278831;7.229162;1.244000;152.642899;51.276993;7.226821;0.688000;0;0;0.0.0.0;
172;infrastructure;FRITZ!Box 7490;2A:65:11:97:D7:C3;;11;No;WPA2,AES-CCM;No;54.0;0;14;0;0;0;0;0;;;Sat Dec  7 20:58:53 2019;Sat Dec  7 21:00:33 2019;-71;0;0;51.278530;7.228165;0.183000;27.930300;51.278831;7.229176;1.482000;27.930300;51.278530;7.229125;1.237000;0;0;0.0.0.0;
173;infrastructure;UPC0114795;34:2C:C4:16:4B:DD;;6;No;WPA2,AES-CCM,TKIP;No;54.0;0;11;0;0;0;0;0;;;Sat Dec  7 20:59:02 2019;Sat Dec  7 21:00:33 2019;-49;0;0;51.278587;7.228165;0.183000;284.226807;51.278831;7.229170;1.411000;284.226807;51.278587;7.229170;0.779000;0;0;0.0.0.0;
174;infrastructure;o2-WLAN86;A0:64:8F:8E:22:48;;5;No;WPA2,AES-CCM;No;48.0;0;18;0;5;0;0;5;;;Sat Dec  7 20:58:50 2019;Sat Dec  7 21:01:01 2019;-74;0;0;51.278503;7.228014;0.605000;12.330000;51.279137;7.229176;1.532000;12.330000;51.278503;7.229118;1.116000;0;0;0.0.0.0;
175;infrastructure;TP-LINK_AP_E81C;18:A6:F7:F4:E8:1C;;8;No;WPA2,AES-CCM;No;54.0;0;1;0;0;0;0;0;;;Sat Dec  7 20:59:35 2019;Sat Dec  7 21:01:15 2019;-81;0;0;51.278664;7.228134;1.241000;282.114197;51.279243;7.228829;1.403000;282.114197;51.278664;7.228829;1.403000;0;0;0.0.0.0;
176;infrastructure;iWlan Brot;44:4E:6D:EE:FB:1F;;9;No;WPA2,AES-CCM;No;720.0;0;1;0;5;0;0;5;;;Sat Dec  7 20:58:59 2019;Sat Dec  7 21:02:27 2019;-64;0;0;51.278557;7.228027;0.585000;312.390015;51.279842;7.229162;1.953000;312.390015;51.278557;7.229162;1.026000;0;0;0.0.0.0;
177;infrastructure;WLAN-522392;94:4A:0C:DF:B7:13;;11;No;WPA2,AES-CCM;No;54.0;0;5;0;1;0;0;1;;;Sat Dec  7 21:01:03 2019;Sat Dec  7 21:02:49 2019;-73;0;0;51.279163;7.228056;0.186000;12.772900;51.279846;7.228539;1.695000;12.772900;51.279163;7.228056;1.466000;0;0;0.0.0.0;
178;infrastructure;EusebiaWLAN;A0:E4:CB:A4:B7:D0;;7;No;WPA2,AES-CCM;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 21:03:02 2019;Sat Dec  7 21:03:03 2019;-66;0;0;51.279957;7.228556;0.191000;31.196899;51.279972;7.228568;0.536000;31.196899;51.279957;7.228568;0.536000;0;0;0.0.0.0;
179;infrastructure;WLAN-165334;4C:1B:86:83:67:82;;11;No;WPA2,AES-CCM;No;54.0;0;3;0;1;0;0;1;;;Sat Dec  7 21:00:56 2019;Sat Dec  7 21:03:15 2019;-76;0;0;51.279091;7.228039;0.382000;15.016800;51.280041;7.228526;1.698000;15.016800;51.279091;7.228039;1.698000;0;0;0.0.0.0;
180;infrastructure;EasyBox-220189;78:94:B4:16:9B:D4;;11;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 21:03:26 2019;Sat Dec  7 21:03:28 2019;-77;0;0;51.280098;7.228332;0.475000;64.614403;51.280102;7.228334;0.526000;64.614403;51.280098;7.228334;0.475000;0;0;0.0.0.0;
181;infrastructure;EasyBox-798757;D4:60:E3:68:05:EC;;11;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;5;0;0;0;0;0;;;Sat Dec  7 21:02:54 2019;Sat Dec  7 21:03:28 2019;-69;0;0;51.279884;7.228332;0.323000;101.840698;51.280102;7.228560;1.005000;101.840698;51.279884;7.228553;0.417000;0;0;0.0.0.0;
182;infrastructure;WLAN-PVQ53C;A8:F5:AC:5C:17:C0;;11;No;WPA2,AES-CCM;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 21:03:05 2019;Sat Dec  7 21:03:43 2019;-67;0;0;51.279987;7.228178;0.158000;64.196800;51.280228;7.228534;0.770000;64.196800;51.279987;7.228534;0.158000;0;0;0.0.0.0;
183;infrastructure;UPC2E5B49A;54:67:51:B8:D1:AF;;6;No;WPA2,AES-CCM,TKIP;No;54.0;0;3;0;0;0;0;0;;;Sat Dec  7 21:00:47 2019;Sat Dec  7 21:04:01 2019;-77;0;0;51.278992;7.227924;0.909000;17.284599;51.280296;7.228036;1.585000;17.284599;51.278992;7.228014;1.585000;0;0;0.0.0.0;
184;infrastructure;o2-WLAN36;4C:09:D4:28:8A:66;;9;No;WPA2,AES-CCM;No;54.0;0;3;0;0;0;0;0;;;Sat Dec  7 21:03:26 2019;Sat Dec  7 21:04:15 2019;-79;0;0;51.280098;7.227789;0.475000;64.614403;51.280285;7.228334;0.591000;64.614403;51.280098;7.228334;0.475000;0;0;0.0.0.0;
185;infrastructure;Fritz!!Box7412;38:10:D5:3F:00:7C;;1;No;WPA2,AES-CCM;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 21:04:10 2019;Sat Dec  7 21:04:15 2019;-73;0;0;51.280281;7.227789;0.591000;219.616394;51.280285;7.227828;0.692000;219.616394;51.280281;7.227828;0.692000;0;0;0.0.0.0;
186;infrastructure;TP-LINK_C6B216;30:B5:C2:C6:B2:16;;6;No;WPA2,AES-CCM;No;54.0;0;6;0;0;0;0;0;;;Sat Dec  7 21:03:12 2019;Sat Dec  7 21:04:15 2019;-61;0;0;51.280052;7.227789;0.398000;171.358200;51.280285;7.228498;0.773000;171.358200;51.280052;7.228498;0.529000;0;0;0.0.0.0;
187;infrastructure;UPC244140605;54:88:0E:4D:66:C8;;4;No;WPA2,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Sat Dec  7 21:03:48 2019;Sat Dec  7 21:04:15 2019;-59;0;0;51.280258;7.227789;0.591000;274.426788;51.280285;7.228118;0.642000;274.426788;51.280258;7.228118;0.642000;0;0;0.0.0.0;
188;infrastructure;AMMIT 2.4;AC:22:05:54:C8:8E;;11;No;WPA2,AES-CCM;No;54.0;0;4;0;3;0;0;3;;;Sat Dec  7 21:03:17 2019;Sat Dec  7 21:04:15 2019;-49;0;0;51.280064;7.227789;0.323000;324.378601;51.280285;7.228424;0.770000;324.378601;51.280064;7.228424;0.323000;0;0;0.0.0.0;
189;infrastructure;PS4-2BE41DE4CCF8;B0:05:94:5D:C6:A9;;11;No;WPA2,AES-CCM;No;54.0;0;17;0;0;0;0;0;;;Sat Dec  7 21:04:34 2019;Sat Dec  7 21:14:39 2019;-85;0;0;51.280037;7.227582;0.726000;200.645706;51.280182;7.227643;1.720000;200.645706;51.280182;7.227643;0.884000;0;0;0.0.0.0;
190;infrastructure;HZN240670611;1C:3A:DE:74:5C:A2;;11;No;WPA2,AES-CCM,TKIP;No;54.0;0;7;0;0;0;0;0;;;Sat Dec  7 21:04:34 2019;Sat Dec  7 21:14:26 2019;-82;0;0;51.280109;7.227607;0.884000;189.800003;51.280190;7.227652;1.587000;189.800003;51.280190;7.227652;1.090000;0;0;0.0.0.0;
191;infrastructure;AP-TechLife-8e:bb;8A:BB:B7:3C:D2:0F;;9;No;OPN,None;No;54.0;0;27;0;0;0;0;0;;;Sat Dec  7 21:04:34 2019;Sat Dec  7 21:14:40 2019;-78;0;0;51.280033;7.227582;0.726000;200.645706;51.280182;7.227643;1.720000;200.645706;51.280182;7.227643;0.884000;0;0;0.0.0.0;
192;infrastructure;FRITZ!Box 6490 Cable;44:4E:6D:82:E6:4F;;11;No;WPA2,AES-CCM;No;54.0;0;3;0;5;0;0;5;;;Sat Dec  7 20:52:37 2019;Sat Dec  7 21:14:24 2019;-81;0;0;51.276951;7.226971;0.713000;215.848297;51.280190;7.227652;1.573000;215.848297;51.277653;7.227218;1.172000;0;0;0.0.0.0;
193;infrastructure;polkjh2;34:81:C4:B2:CE:42;;11;No;WPA2,AES-CCM;No;54.0;0;7;0;2;0;0;2;;;Sat Dec  7 21:04:33 2019;Sat Dec  7 21:14:26 2019;-79;0;0;51.280109;7.227607;0.884000;187.130707;51.280190;7.227652;1.587000;187.130707;51.280190;7.227652;1.095000;0;0;0.0.0.0;
194;infrastructure;FRITZ!Box 7490;F0:B0:14:B7:A5:80;;11;No;WPA2,AES-CCM;No;54.0;0;2;0;6;0;0;6;;;Sat Dec  7 21:14:24 2019;Sat Dec  7 21:14:40 2019;-75;0;0;51.280037;7.227584;0.726000;193.126999;51.280140;7.227624;1.587000;193.126999;51.280140;7.227624;1.573000;0;0;0.0.0.0;
195;infrastructure;DIRECT-DF-HP ENVY 4520 series;40:B0:34:DB:1E:E0;;1;No;WPA2,AES-CCM;No;54.0;0;5;0;0;0;0;0;;;Sat Dec  7 20:53:18 2019;Sat Dec  7 21:14:40 2019;-70;0;0;51.277336;7.227094;0.729000;210.406693;51.280182;7.227643;1.587000;210.406693;51.277336;7.227094;1.035000;0;0;0.0.0.0;
196;infrastructure;DIRECT-2E-HP DeskJet 2600 series;B4:B6:86:75:3C:30;;11;No;WPA2,AES-CCM;No;54.0;0;6;0;0;0;0;0;;;Sat Dec  7 21:04:34 2019;Sat Dec  7 21:14:26 2019;-69;0;0;51.280109;7.227607;0.884000;200.645706;51.280182;7.227643;1.720000;200.645706;51.280182;7.227643;0.884000;0;0;0.0.0.0;
197;infrastructure;devolo-663;30:D3:2D:81:96:63;;1;No;WPA2,AES-CCM;No;54.0;0;25;0;19;0;0;19;;;Sat Dec  7 21:04:34 2019;Sat Dec  7 21:14:40 2019;-50;0;0;51.280033;7.227574;0.508000;200.645706;51.280182;7.227643;1.720000;200.645706;51.280182;7.227643;0.884000;0;0;0.0.0.0;
198;infrastructure;FRITZ!Box 7490;98:9B:CB:E7:53:05;;11;No;WPA2,AES-CCM;No;54.0;0;4;0;0;0;0;0;;;Sat Dec  7 21:04:38 2019;Sat Dec  7 21:14:26 2019;-50;0;0;51.280109;7.227607;1.573000;193.126999;51.280140;7.227624;1.587000;193.126999;51.280140;7.227624;1.573000;0;0;0.0.0.0;
199;infrastructure;;E8:DF:70:E3:29:63;;5;No;WPA,None;No;-1.0;0;0;0;1;0;0;1;;;Sat Dec  7 21:14:26 2019;Sat Dec  7 21:14:39 2019;-1;0;0;51.280109;7.227607;1.587000;191.220901;51.280109;7.227607;1.587000;191.220901;51.280109;7.227607;1.587000;0;0;0.0.0.0;
